id,first_name,last_name,gender,street_address,city,states,zip_code,telephone,age,company,latitude,longitude
179,Eleonora,Durrad,Female,71 Maple Court,Salem,Oregon,97312,971-757-4743,12/5/1931,Sasol Ltd.,44.9364,-123.0381
180,Lucius,Bewshaw,Male,015 Anderson Circle,Chico,California,95973,530-857-6594,3/29/1967,Western Asset Global High Income Fund Inc,39.8032,-121.8673
181,Marchall,Thom,Male,8 Becker Alley,San Francisco,California,94116,415-435-7468,7/9/1989,"Shineco, Inc.",37.7441,-122.4863
182,Richart,Ferrarese,Male,4 Vera Place,Birmingham,Alabama,35231,205-647-6066,10/14/1968,AMC Networks Inc.,33.5446,-86.9292
183,Lars,Jansema,Male,0347 Pierstorff Terrace,Irving,Texas,75037,214-641-7541,3/5/1964,"Prudential Financial, Inc.",32.7673,-96.7776
184,Blakelee,Le Friec,Female,1 Golden Leaf Terrace,Riverside,California,92505,909-419-2558,1/30/1967,AllianzGI Equity & Convertible Income Fund,33.9228,-117.4867
185,Flinn,McPhillimey,Male,8 Darwin Road,Wilkes Barre,Pennsylvania,18763,570-233-1824,1/28/1953,"Smith & Nephew SNATS, Inc.",41.2722,-75.8801
186,Valentine,Bodleigh,Male,8733 John Wall Trail,Harrisburg,Pennsylvania,17121,717-971-5780,1/7/1998,"Air Products and Chemicals, Inc.",40.2944,-76.8938
187,Casey,Andrez,Female,890 Hoffman Center,Minneapolis,Minnesota,55407,612-652-2692,9/8/1999,Drive Shack Inc.,44.9378,-93.2545
188,Cecily,Magister,Female,1322 Schlimgen Crossing,Philadelphia,Pennsylvania,19120,610-980-8458,7/29/1999,Verona Pharma plc,40.0343,-75.1213
189,Kareem,Burgis,Male,1 Donald Drive,Chicago,Illinois,60609,773-295-3763,9/27/1940,Drive Shack Inc.,41.8097,-87.6533
190,Zia,Dobrowolny,Female,59276 Welch Avenue,Rockford,Illinois,61110,815-992-7172,3/15/1948,"Waddell & Reed Financial, Inc.",42.3254,-89.1705
191,Carr,D'Hooghe,Male,7 Valley Edge Junction,Atlanta,Georgia,30306,678-964-9959,4/3/1966,"Hebron Technology Co., Ltd.",33.786,-84.3514
192,Lorri,Silby,Female,82 Clemons Crossing,South Bend,Indiana,46620,574-415-6036,12/3/1994,CNA Financial Corporation,41.5968,-86.293
193,Udell,Allsup,Male,2 Sachs Park,Memphis,Tennessee,38168,901-718-9551,4/28/1948,Lipocine Inc.,35.2017,-89.9715
194,Winnah,Ginglell,Female,9654 Pine View Junction,Merrifield,Virginia,22119,571-360-7213,12/30/1983,Lloyds Banking Group Plc,38.8318,-77.2888
195,King,Greasty,Male,5 Hoepker Place,Dallas,Texas,75241,469-384-2392,6/14/1965,MYOS RENS Technology Inc.,32.6722,-96.7774
196,Donnie,Jaqueminet,Female,689 Mallard Place,Detroit,Michigan,48295,313-112-5552,9/18/1965,Nuveen Michigan Quality Municipal Income Fund,42.2399,-83.1508
197,Case,Compford,Male,84509 Elmside Avenue,Omaha,Nebraska,68134,712-318-0729,5/14/1959,Invacare Corporation,41.2949,-96.0546
198,Kenneth,Taig,Male,576 Warrior Plaza,Honolulu,Hawaii,96825,808-473-4713,12/10/1956,Snap-On Incorporated,21.2987,-157.6985
199,Micheal,Beahan,Male,03 Meadow Ridge Terrace,El Paso,Texas,79916,915-193-3915,6/17/1997,"AeroVironment, Inc.",31.7444,-106.2879
200,Khalil,Fitzer,Male,32 Moose Avenue,Tampa,Florida,33661,813-842-3907,4/21/1938,RLI Corp.,27.872,-82.4388
201,Lewie,Griffith,Male,1213 Lien Avenue,Anderson,South Carolina,29625,864-602-7334,1/17/1951,"B. Riley Financial, Inc.",34.5271,-82.7087
202,Evelin,Gyngell,Male,1 Dawn Plaza,Shawnee Mission,Kansas,66220,913-208-6343,12/30/1953,LiNiu Technology Group,38.9613,-94.8222
203,Dalton,Djekovic,Male,1 Petterle Park,College Station,Texas,77844,979-166-9636,4/3/1937,WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond F,30.6521,-96.341
204,Evangelina,Dossetter,Female,07400 Oakridge Crossing,New Orleans,Louisiana,70165,504-301-0356,11/24/1935,"Hub Group, Inc.",30.033,-89.8826
205,Dell,Lamerton,Male,14298 Cardinal Avenue,Columbus,Ohio,43268,614-602-1870,3/17/1933,"Akamai Technologies, Inc.",39.969,-83.0114
206,Darleen,Pettingall,Female,0194 Lake View Avenue,College Station,Texas,77844,979-328-4854,5/16/1994,"NVR, Inc.",30.6521,-96.341
207,Susanne,Schollick,Female,33947 Clemons Road,Alexandria,Virginia,22333,571-540-7133,5/9/1950,"Facebook, Inc.",38.8158,-77.09
208,Urbano,Blunsum,Male,83 Anhalt Point,Tulsa,Oklahoma,74116,918-124-7022,10/29/1993,CM Finance Inc,36.175,-95.8477
209,Gery,Henden,Male,02 Parkside Point,Fairfield,Connecticut,06825,203-412-2943,8/26/1969,Costamare Inc.,41.1928,-73.2402
210,Wilfrid,Sodeau,Male,05688 Ridgeview Terrace,Jacksonville,Florida,32220,904-777-1885,8/3/1981,Costco Wholesale Corporation,30.329,-81.8176
211,Merle,Cowgill,Male,46286 4th Junction,Minneapolis,Minnesota,55458,612-697-1631,4/15/1930,"Ennis, Inc.",45.0159,-93.4719
212,Bren,Sabater,Male,558 Little Fleur Junction,Cincinnati,Ohio,45249,513-438-0437,3/8/1988,"Provident Financial Holdings, Inc.",39.2692,-84.3307
213,Goddart,Apedaile,Male,012 Cordelia Hill,Peoria,Illinois,61640,309-886-5662,10/21/1941,Apple Inc.,40.7857,-89.6177
214,Cathlene,Mc Grath,Female,2 Declaration Place,Charlotte,North Carolina,28235,704-306-3581,1/16/1944,"Home Federal Bancorp, Inc. of Louisiana",35.26,-80.8042
215,Christie,Laban,Female,7634 Quincy Plaza,Everett,Washington,98206,425-623-0919,10/18/1994,Abeona Therapeutics Inc.,47.8599,-122.2848
216,Trude,Pye,Female,186 Lighthouse Bay Place,Saint Paul,Minnesota,55172,651-486-1279,3/6/1983,Ecopetrol S.A.,45.0059,-93.1059
217,Jourdan,Etchingham,Female,69 1st Crossing,Tuscaloosa,Alabama,35487,205-292-6616,8/31/1972,Apollo Tactical Income Fund Inc.,33.3072,-87.5859
218,Byron,Lenton,Male,9 Gateway Road,Macon,Georgia,31205,478-183-1098,5/27/1950,Ophthotech Corporation,32.8067,-83.6913
219,Leora,Disley,Female,67 Armistice Plaza,Corpus Christi,Texas,78470,361-970-9917,9/8/1952,Immune Pharmaceuticals Inc.,27.777,-97.4632
220,Kelsi,Ewens,Female,66 Lien Parkway,Orlando,Florida,32859,407-379-0935,3/14/1958,BB&T Corporation,28.4429,-81.4026
221,Thaine,Giacoppoli,Male,1 Messerschmidt Park,Detroit,Michigan,48224,313-406-0641,4/29/1983,SandRidge Mississippian Trust I,42.4098,-82.9441
222,Renard,Buncher,Male,52 Schiller Hill,Fort Wayne,Indiana,46805,260-399-5301,8/7/1982,Ladder Capital Corp,41.0977,-85.1189
223,Gerianne,Dilliway,Female,90 Crescent Oaks Point,Harrisburg,Pennsylvania,17105,717-528-4829,10/26/1993,VOC Energy Trust,40.2785,-76.8752
224,Anne-marie,Merwood,Female,1855 Roth Court,Louisville,Kentucky,40256,502-661-0055,8/4/1950,"Boston Private Financial Holdings, Inc.",38.189,-85.6768
225,Guenevere,Tenman,Female,3 Sage Pass,Jersey City,New Jersey,07310,973-441-2479,5/26/1933,Autobytel Inc.,40.7324,-74.0431
226,Trefor,Hellsdon,Male,49178 Trailsway Point,Atlanta,Georgia,30386,404-469-6379,9/26/1943,"El Pollo Loco Holdings, Inc.",33.8444,-84.474
227,Laurent,Campanelli,Male,8139 Bobwhite Lane,Kansas City,Missouri,64187,816-431-5916,11/24/1960,"Dreyfus Strategic Municipals, Inc.",39.035,-94.3567
228,Arlyn,Saice,Female,2 Russell Court,Houston,Texas,77260,713-760-8897,7/21/1964,Merus Labs International Inc.,29.7687,-95.3867
229,Janina,Brach,Female,037 Sauthoff Trail,Flushing,New York,11355,347-254-6763,1/20/1971,"SolarEdge Technologies, Inc.",40.7536,-73.8226
230,Kilian,Bauld,Male,1833 Prentice Pass,Springfield,Missouri,65805,417-237-8248,3/31/1972,"Paychex, Inc.",37.2581,-93.3437
231,Cello,Dandy,Male,1 Bunker Hill Way,Boynton Beach,Florida,33436,561-905-6926,11/3/1931,"Avnet, Inc.",26.5354,-80.1124
232,Jarret,Hance,Male,33 Larry Place,Hollywood,Florida,33023,305-745-9411,7/17/1951,Aegon NV,25.9894,-80.2153
233,Sosanna,Obert,Female,20198 Loomis Junction,Birmingham,Alabama,35210,205-389-2495,8/6/1951,Jabil Inc.,33.5452,-86.6655
234,Gallagher,Jonathon,Male,410 Texas Alley,Frankfort,Kentucky,40618,502-398-2091,11/21/1984,"Independence Contract Drilling, Inc.",38.2341,-84.8748
235,Burt,Tysall,Male,658 Golf Course Pass,San Mateo,California,94405,805-539-4113,1/30/1953,Avista Healthcare Public Acquisition Corp.,37.3811,-122.3348
236,Antonella,McDougald,Female,3 Anthes Park,Simi Valley,California,93094,805-561-3235,6/10/1943,"LGI Homes, Inc.",34.0324,-119.1343
237,Mildred,Daton,Female,9 Nevada Way,Milwaukee,Wisconsin,53220,414-477-5126,3/5/1987,SLM Corporation,42.9559,-87.9933
238,Drucie,Shevelin,Female,7 Larry Circle,El Paso,Texas,88541,915-285-3856,3/22/1947,Blackrock Defined Opportunity Credit Trust,31.6948,-106.3
239,Hashim,Raulstone,Male,2 Lyons Junction,Muncie,Indiana,47306,765-714-2051,3/27/1983,BB&T Corporation,40.2023,-85.4082
240,Mendel,Courtonne,Male,0 Heffernan Parkway,Arlington,Virginia,22205,571-732-9572,4/5/1933,DCP Midstream LP,38.8836,-77.1395
241,Niccolo,Lawranson,Male,83519 Messerschmidt Road,Peoria,Illinois,61614,309-830-9919,9/6/1960,"Eiger BioPharmaceuticals, Inc.",40.7681,-89.6026
242,Baryram,Gomery,Male,1274 Jana Hill,Clearwater,Florida,34615,727-735-6787,3/15/1937,Tekla Healthcare Investors,27.9843,-82.7813
243,Imelda,Stanning,Female,7 Marcy Center,Houston,Texas,77240,713-394-8340,11/13/1989,"DineEquity, Inc",29.834,-95.4342
244,Harvey,Masic,Male,99 Weeping Birch Drive,Huntsville,Alabama,35805,256-904-2431,11/29/1968,The KEYW Holding Corporation,34.7059,-86.6165
245,Anabel,Mandel,Female,372 Main Center,Houston,Texas,77030,713-848-7051,1/17/1930,Ford Motor Company,29.7041,-95.401
246,Daune,Skoof,Female,2637 Twin Pines Place,Sioux Falls,South Dakota,57193,605-634-5449,12/2/1952,Capital Southwest Corporation,43.6746,-96.7913
247,Ranna,Nuzzi,Female,92357 Dennis Place,Sioux Falls,South Dakota,57188,605-620-3362,3/9/1972,Public Storage,43.6746,-96.7913
248,Alastair,Ramelet,Male,10 Springs Street,Rochester,New York,14652,585-906-0684,1/30/1983,"USA Technologies, Inc.",43.286,-77.6843
249,Star,Teodori,Female,70 6th Pass,Greensboro,North Carolina,27409,336-220-4066,11/13/1988,Western Asset Investment Grade Defined Opportunity Trust Inc.,36.0777,-79.9086
250,Mikael,Praten,Male,08365 Sugar Drive,Tulsa,Oklahoma,74184,918-708-6066,11/24/1932,"Universal Logistics Holdings, Inc.",36.1398,-96.0297
251,Stacy,Gellier,Female,46011 Clove Circle,Birmingham,Alabama,35285,205-744-8322,5/17/1978,"Infinity Pharmaceuticals, Inc.",33.5446,-86.9292
252,Dagny,Olexa,Male,0179 Becker Avenue,Grand Rapids,Michigan,49518,616-897-8352,2/23/2000,Pebblebrook Hotel Trust,43.0314,-85.5503
253,Bruis,Oaks,Male,26 Dorton Trail,Memphis,Tennessee,38197,901-892-0240,2/10/1930,"Rockwell Medical, Inc.",35.2017,-89.9715
254,Lynde,Scardafield,Female,33 Cascade Street,Rochester,New York,14614,585-484-6442,7/11/1998,"Covenant Transportation Group, Inc.",43.1558,-77.6142
255,Benton,Woolhouse,Male,891 Lien Plaza,Louisville,Kentucky,40266,502-820-8293,7/18/1991,Gladstone Capital Corporation,38.189,-85.6768
256,Payton,Ioannou,Male,1290 Trailsway Street,Shreveport,Louisiana,71166,318-328-0271,12/13/1986,PIMCO New York Municipal Income Fund III,32.6076,-93.7526
257,Reuven,Dallyn,Male,226 Shasta Lane,Toledo,Ohio,43610,419-428-6137,2/15/1976,"Mota Group, Inc.",41.6767,-83.5573
258,Irwinn,Blas,Male,26 Charing Cross Parkway,Minneapolis,Minnesota,55448,612-232-0417,7/13/1967,"TheStreet, Inc.",45.1907,-93.3021
259,Lynsey,Braywood,Female,0 7th Pass,Salt Lake City,Utah,84130,801-353-8157,12/8/1971,"Orbital ATK, Inc.",40.6681,-111.9083
260,Jennie,Snoden,Female,96 Warbler Alley,Jacksonville,Florida,32215,904-782-2875,3/27/1999,Shopify Inc.,30.2407,-81.893
261,Dallon,McTurley,Male,082 Fieldstone Drive,Oakland,California,94605,510-818-9813,3/8/1940,Anchor Bancorp,37.7641,-122.1633
262,De witt,Tinghill,Male,90 Mifflin Avenue,Mesa,Arizona,85205,480-594-3334,9/28/1933,Cumberland Pharmaceuticals Inc.,33.4368,-111.7129
263,Marlene,McGuiness,Female,5 4th Plaza,Saint Paul,Minnesota,55166,651-142-4757,10/4/1972,Huntington Bancshares Incorporated,45.0059,-93.1059
264,Foster,Ollivierre,Male,81 Forest Run Way,Virginia Beach,Virginia,23459,757-110-7214,5/25/1960,Nuveen Short Duration Credit Opportunities Fund,36.9216,-76.0171
265,Rosemary,Denison,Female,4483 Debs Alley,Texarkana,Texas,75507,903-226-3279,2/20/1994,"Connecture, Inc.",33.3934,-94.3404
266,Therese,Wrankling,Female,22 Rusk Junction,Visalia,California,93291,559-378-0865,8/22/1987,"Group 1 Automotive, Inc.",36.3551,-119.301
267,Gloria,Daffey,Female,132 Morrow Terrace,San Jose,California,95155,408-426-3283,6/29/1996,Eaton Vance Enhance Equity Income Fund,37.31,-121.9011
268,Trumaine,Stubbington,Male,332 Hoepker Center,Memphis,Tennessee,38181,901-506-5192,10/16/1970,Ovid Therapeutics Inc.,35.2017,-89.9715
269,Helen,Sainter,Female,36585 Ronald Regan Street,Gastonia,North Carolina,28055,704-518-1633,6/29/1937,Public Service Enterprise Group Incorporated,35.284,-81.1897
270,Nataline,Papaccio,Female,79 Moland Plaza,Washington,District of Columbia,20546,202-671-1439,10/9/1993,Kearny Financial,38.891,-77.0211
271,Celesta,Guilloneau,Female,8 Mallory Court,Lawrenceville,Georgia,30045,770-787-7549,5/29/1941,Nuveen Global High Income Fund,33.9367,-83.9573
272,Artemus,Poller,Male,3111 Aberg Place,Tulsa,Oklahoma,74184,918-326-3152,6/4/1992,PennyMac Mortgage Investment Trust,36.1398,-96.0297
273,Aurora,Corgenvin,Female,607 Daystar Court,Gilbert,Arizona,85297,602-941-1953,1/16/1962,"Vishay Precision Group, Inc.",33.2781,-111.7096
274,Vivian,Andriveau,Female,770 Manitowish Terrace,Garden Grove,California,92645,714-856-3251,7/27/1978,Oxford Immunotec Global PLC,33.783,-118.0256
275,Cos,Crate,Male,70014 Bowman Drive,Washington,District of Columbia,20010,202-248-9013,11/17/1999,MGC Diagnostics Corporation,38.9327,-77.0322
276,Julissa,Bowdler,Female,1662 Delaware Court,San Diego,California,92110,949-228-3383,7/11/1958,"Dycom Industries, Inc.",32.7635,-117.2028
277,Bondie,Nyssen,Male,9223 Lakewood Junction,Denver,Colorado,80223,720-359-9653,3/1/1962,"Barnes & Noble Education, Inc",39.7002,-105.0028
278,Tiler,Innwood,Male,86873 Duke Lane,Peoria,Illinois,61651,309-488-9312,5/22/1947,"American Financial Group, Inc.",40.7442,-89.7184
279,Corbie,Nunes Nabarro,Male,14 Sheridan Alley,Birmingham,Alabama,35210,205-679-4705,1/21/1967,Ferrari N.V.,33.5452,-86.6655
280,Hilary,Battany,Female,4452 Judy Circle,Grand Rapids,Michigan,49505,616-716-2317,7/10/1955,"Vmware, Inc.",43.012,-85.6309
281,Tremayne,Masterton,Male,6783 Steensland Avenue,Fresno,California,93786,559-343-0436,6/1/1974,Workiva Inc.,36.7464,-119.6397
282,Hersch,Dunseath,Male,016 Prentice Crossing,Tuscaloosa,Alabama,35405,205-391-6178,12/23/1998,Synaptics Incorporated,33.1617,-87.5144
283,Sukey,Ambrosini,Female,75701 Sauthoff Lane,Baltimore,Maryland,21275,410-999-1446,1/25/2000,Comtech Telecommunications Corp.,39.2847,-76.6205
284,Terencio,Vause,Male,6571 Warner Junction,New Orleans,Louisiana,70149,504-524-9962,10/19/1932,Xerox Corporation,30.033,-89.8826
285,Willem,Gernier,Male,050 Westridge Plaza,Sioux Falls,South Dakota,57105,605-734-6518,2/16/1997,"PNC Financial Services Group, Inc. (The)",43.524,-96.7341
286,Abe,Lindstedt,Male,05 American Ash Crossing,Little Rock,Arkansas,72222,501-813-7391,2/20/1933,Ares Management L.P.,34.7519,-92.3925
287,Roland,Monte,Male,5 Sherman Drive,Henderson,Nevada,89012,702-552-5597,11/4/1981,Dover Downs Gaming & Entertainment Inc,36.0119,-115.0433
288,Eldredge,Lathleiff,Male,16074 Morrow Hill,Columbus,Ohio,43268,614-916-4909,2/18/1945,Santander Consumer USA Holdings Inc.,39.969,-83.0114
289,Neysa,Ochiltree,Female,757 Boyd Terrace,Jacksonville,Florida,32220,904-803-3900,8/29/1992,Johnson Outdoors Inc.,30.329,-81.8176
290,Olivier,Castelletto,Male,5292 Roth Road,San Diego,California,92165,619-288-1190,8/19/1931,Appian Corporation,33.0169,-116.846
291,Elias,Bachanski,Male,4 Barby Avenue,Cincinnati,Ohio,45203,513-350-4870,1/5/1992,"PennTex Midstream Partners, LP",39.1075,-84.5257
292,Melamie,Cleaver,Female,4 Hoard Place,Lubbock,Texas,79405,806-424-6108,10/21/1953,"Neurocrine Biosciences, Inc.",33.571,-101.8507
293,Marwin,Coats,Male,462 Jackson Terrace,Texarkana,Texas,75507,903-197-6969,9/29/1990,Nuveen S&P 500 Dynamic Overwrite Fund,33.3934,-94.3404
294,Jemmie,Baroch,Female,28 Karstens Court,Newton,Massachusetts,02458,781-174-8838,4/26/1941,"Span-America Medical Systems, Inc.",42.3528,-71.1875
295,Walt,Croal,Male,8 Kropf Plaza,Phoenix,Arizona,85010,602-377-0184,1/11/1964,"Fuel Tech, Inc.",33.2765,-112.1872
296,Aurora,Toulson,Female,0670 Melvin Avenue,Springfield,Massachusetts,01114,413-356-0370,4/18/1976,PBF Logistics LP,42.1707,-72.6048
297,Legra,McCurry,Female,793 Rockefeller Court,Fresno,California,93762,559-895-8775,6/18/1979,Murphy USA Inc.,36.7464,-119.6397
298,Chelsie,Stuckow,Female,84622 Dahle Avenue,Miami,Florida,33245,786-561-3016,7/22/1999,"Selective Insurance Group, Inc.",25.5584,-80.4582
299,Aprilette,Alanbrooke,Female,36 Tony Avenue,Hattiesburg,Mississippi,39404,601-235-5681,7/9/1970,"NextEra Energy, Inc.",31.1721,-89.2948
300,Pail,Janu,Male,9296 Basil Lane,Huntsville,Texas,77343,936-774-5804,5/10/1941,Duke Energy Corporation,30.7813,-95.5953
301,Rhona,Pyecroft,Female,0 Milwaukee Center,Arlington,Virginia,22234,571-253-2064,11/15/1950,Altisource Residential Corporation,38.8808,-77.113
302,Jeremias,Hudless,Male,4 Buell Plaza,Knoxville,Tennessee,37995,865-115-1319,6/19/1972,Green Dot Corporation,35.9901,-83.9622
303,Etienne,Scane,Male,2050 Moulton Center,Clearwater,Florida,34615,727-309-5236,5/19/1986,Compass Diversified Holdings,27.9843,-82.7813
304,Rowena,Di Gregorio,Female,73 Esch Road,Denver,Colorado,80228,720-761-3272,1/1/1994,"Genius Brands International, Inc.",39.6888,-105.156
305,Tore,MacKettrick,Male,3197 Dottie Junction,San Diego,California,92132,619-758-7194,2/7/1943,"Prestige Brand Holdings, Inc.",32.6437,-117.1384
306,Carmelle,Poston,Female,56650 Sundown Street,Davenport,Iowa,52804,563-516-8652,11/4/1952,National Commerce Corporation,41.5386,-90.6115
307,Haily,Martensen,Female,3 Sachtjen Terrace,Cleveland,Ohio,44105,216-306-5615,4/30/1988,"Urban Outfitters, Inc.",41.4509,-81.619
308,Adrian,Gherardelli,Female,741 Ridgeway Park,Indianapolis,Indiana,46231,317-617-4311,8/14/1972,Danaher Corporation,39.7038,-86.3029
309,Elenore,Wankel,Female,09295 Blackbird Way,Albany,New York,12227,518-995-5545,9/28/1956,Apollo Commercial Real Estate Finance,42.6149,-73.9708
310,Gertrude,Vasyutichev,Female,91001 Southridge Park,Monticello,Minnesota,55585,763-113-4634,7/27/1955,First Trust NASDAQ Clean Edge Green Energy Index Fund,45.2009,-93.8881
311,Bradly,Pes,Male,7321 Eagan Avenue,Bonita Springs,Florida,34135,941-910-5659,8/12/1998,"Guidance Software, Inc.",26.3771,-81.7334
312,Bryon,Ambler,Male,65963 Schmedeman Crossing,Terre Haute,Indiana,47812,812-642-4740,12/23/1962,"New York Mortgage Trust, Inc.",39.4336,-87.4101
313,Goddard,McHugh,Male,36165 Cambridge Alley,Yonkers,New York,10705,914-357-7596,6/22/1978,"Fidelity National Financial, Inc.",40.9177,-73.895
314,Babette,Ellett,Female,97 Park Meadow Avenue,Orlando,Florida,32819,321-510-2628,6/2/1942,"Yum China Holdings, Inc.",28.4522,-81.4678
315,Kesley,Climie,Female,7 Kim Hill,Washington,District of Columbia,20051,202-920-8006,9/29/1956,"Office Depot, Inc.",38.8933,-77.0146
316,Alysia,Dagworthy,Female,047 Grover Crossing,Indianapolis,Indiana,46239,317-438-0015,3/11/1975,SM Energy Company,39.7265,-86.0005
317,Jerome,Weedenburg,Male,216 Crowley Pass,Cincinnati,Ohio,45249,513-567-9310,12/13/1992,Oi S.A.,39.2692,-84.3307
318,Damiano,McAne,Male,62523 Old Shore Parkway,San Francisco,California,94154,415-156-4319,10/9/1932,China Eastern Airlines Corporation Ltd.,37.7848,-122.7278
319,Lorelei,Renon,Female,2707 Southridge Plaza,White Plains,New York,10606,845-146-0072,7/14/1943,"First Citizens BancShares, Inc.",41.0247,-73.7781
320,Karina,Beake,Female,133 Old Gate Trail,Abilene,Texas,79605,325-269-2167,6/24/1965,"Baidu, Inc.",32.432,-99.7724
321,Celestia,Cobley,Female,68060 Morrow Road,Dallas,Texas,75287,214-489-4866,8/15/1980,Vornado Realty Trust,33.0005,-96.8314
322,Lindi,Nowakowski,Female,785 Spohn Drive,Pittsburgh,Pennsylvania,15240,412-880-3968,12/3/1976,United Microelectronics Corporation,40.4344,-80.0248
323,Adi,Haquin,Female,3773 Summer Ridge Court,Oxnard,California,93034,805-267-0162,12/27/1943,John Hancock Financial Opportunities Fund,34.0324,-119.1343
324,Sayres,Badger,Male,285 Nova Center,Richmond,Virginia,23277,804-653-1098,2/11/1990,"AutoZone, Inc.",37.5535,-77.4604
325,Lorrin,Domegan,Female,00333 South Center,Charleston,West Virginia,25321,304-869-3448,7/28/1965,"Cypress Energy Partners, L.P.",38.2968,-81.5547
326,Marty,Lattimore,Male,7182 Carey Plaza,New Orleans,Louisiana,70187,504-157-3637,5/24/1941,Torchmark Corporation,30.033,-89.8826
327,Saunder,Manoelli,Male,79 Pierstorff Circle,Washington,District of Columbia,56944,202-773-6212,10/3/1971,"Bio-Path Holdings, Inc.",38.8952,-77.0365
328,Ardine,Roskilly,Female,69457 Hintze Junction,Amarillo,Texas,79171,806-819-5857,4/1/1984,"Methode Electronics, Inc.",35.4015,-101.8951
329,Gerome,Cozins,Male,658 Mcbride Alley,Boulder,Colorado,80310,303-292-8839,4/16/1961,"Heron Therapeutics, Inc.  ",40.0878,-105.3735
330,Worthy,Wixon,Male,69 Lukken Junction,Johnson City,Tennessee,37605,423-984-2209,10/14/1973,Ally Financial Inc.,36.3158,-82.3838
331,Reinhard,Norsworthy,Male,1 Pawling Center,Madison,Wisconsin,53716,608-296-3070,7/13/1949,Armstrong World Industries Inc,43.0631,-89.3133
332,Howey,de Clerq,Male,32 Algoma Park,Tulsa,Oklahoma,74133,918-426-8750,3/23/1971,"Maiden Holdings, Ltd.",36.0467,-95.8841
333,Cynde,Colles,Female,79 Thompson Alley,Sacramento,California,95828,916-427-9667,4/9/1949,China New Borun Corporation,38.4826,-121.4006
334,Marylynne,Duddle,Female,0 Butternut Crossing,Seattle,Washington,98109,425-340-1343,8/26/1966,"Landcadia Holdings, Inc.",47.6339,-122.3476
335,Francesca,Stogill,Female,7588 Sheridan Junction,Mesa,Arizona,85215,602-830-4928,2/11/1996,Boston Scientific Corporation,33.4707,-111.7188
336,Julieta,Badsey,Female,2539 Warrior Alley,San Antonio,Texas,78205,210-831-5649,10/24/1998,Kayne Anderson Acquisition Corp.,29.4237,-98.4925
337,Rockwell,Levey,Male,4 Mcguire Plaza,El Paso,Texas,88553,915-286-5852,5/9/1964,"Houlihan Lokey, Inc.",31.6948,-106.3
338,Antonella,Sansom,Female,5916 Thackeray Center,Anaheim,California,92812,714-803-0720,6/27/1985,eBay Inc.,33.817,-117.9286
339,Leesa,Guilloux,Female,59829 Service Crossing,Seattle,Washington,98166,360-626-8421,5/20/1984,Mercury General Corporation,47.4511,-122.353
340,Brodie,Prover,Male,18 Granby Court,North Port,Florida,34290,941-926-9593,7/30/1963,FinTech Acquisition Corp. II,27.0459,-82.2491
341,Eve,Dyshart,Female,047 3rd Court,Richmond,Virginia,23228,804-796-5748,4/10/1998,"Avon Products, Inc.",37.625,-77.4959
342,Alfy,Von Der Empten,Male,9543 Crest Line Alley,Huntsville,Alabama,35895,256-613-9176,6/21/1980,"FRP Holdings, Inc.",34.734,-86.5229
343,Ferrel,De Dantesie,Male,78 Mayfield Place,Charleston,West Virginia,25336,304-587-4623,1/21/1933,"Stanley Black & Decker, Inc.",38.2968,-81.5547
344,Juliet,O'Scandall,Female,440 Mallard Pass,Hartford,Connecticut,06160,860-427-2767,7/19/1941,"Aeglea BioTherapeutics, Inc.",41.7665,-72.6933
345,Leigha,Sallenger,Female,6 Mallard Point,Salt Lake City,Utah,84140,801-690-8185,1/1/1978,Eaton Vance NextShares Trust,40.7713,-111.9309
346,Roderick,Gaydon,Male,59447 Bluejay Place,Decatur,Georgia,30089,678-111-0867,6/10/1932,ACNB Corporation,33.7749,-84.3046
347,Penni,McManus,Female,631 Hoffman Drive,Flint,Michigan,48505,810-527-9616,6/6/1958,MFC Bancorp Ltd.,43.0634,-83.7001
348,Robinson,Wales,Male,7177 Iowa Park,Charlotte,North Carolina,28242,704-120-0402,6/13/1954,NASDAQ TEST STOCK,35.26,-80.8042
349,Garner,Hawkeswood,Male,8 Buena Vista Drive,Sacramento,California,94263,916-387-5291,8/31/1975,"Banco Latinoamericano de Comercio Exterior, S.A.",38.3774,-121.4444
350,Jeanne,Middleton,Female,13233 Fallview Avenue,Minneapolis,Minnesota,55417,612-714-6216,12/27/1962,IZEA Inc.,44.9054,-93.2361
351,Alwin,Loy,Male,23272 Pennsylvania Lane,Merrifield,Virginia,22119,571-532-7199,12/18/1976,"Wayside Technology Group, Inc.",38.8318,-77.2888
352,Lorne,Pluthero,Female,131 Packers Terrace,Portland,Oregon,97232,503-732-6659,4/9/1984,Gridsum Holding Inc.,45.5287,-122.6363
353,Stacee,Deniskevich,Female,55557 Cordelia Point,West Palm Beach,Florida,33405,561-237-8211,10/17/1968,Costamare Inc.,26.67,-80.0582
354,Fremont,Gorke,Male,0710 Bashford Court,Jacksonville,Florida,32259,904-235-9123,1/30/1969,"Lakeland Bancorp, Inc.",30.0956,-81.6217
355,Harli,Wyrall,Female,061 Judy Junction,Great Neck,New York,11024,516-560-1822,7/28/1981,Visa Inc.,40.8171,-73.7416
356,Mindy,Lotwich,Female,4623 David Alley,Miami,Florida,33196,305-990-2743,8/9/1997,Sears Holdings Corporation,25.6615,-80.441
